Pedigree	Year	Loc	Pass	Trait	Value	Coded_Trait	Pop	Gen	Range	Env
B73/PHW30-183 - (2n)-01	2018	1	6	ULA	82.723	1	4	29	3	2018_Loc1
Mo17/PHW30-075 - (2n)-01	2018	1	7	FUELA	66.94933333333333	3	5	73	3	2018_Loc1
Mo17/PHW30-075 - (2n)-01	2018	1	7	MLA	61.84466666666666	4	5	73	3	2018_Loc1
Mo17/PHW30-075 - (2n)-01	2018	1	7	TUELA	67.48566666666666	2	5	73	3	2018_Loc1
Mo17/PHW30-075 - (2n)-01	2018	1	7	ULA	56.103	1	5	73	3	2018_Loc1
PHW30/Mo17-252 - (2n)-01	2018	1	8	FUELA	68.226	3	5	299	3	2018_Loc1
PHW30/Mo17-252 - (2n)-01	2018	1	8	MLA	62.70766666666667	4	5	299	3	2018_Loc1
PHW30/Mo17-252 - (2n)-01	2018	1	8	TUELA	72.86033333333333	2	5	299	3	2018_Loc1
PHW30/Mo17-252 - (2n)-01	2018	1	8	ULA	59.031	1	5	299	3	2018_Loc1
PHW30/B73-169 - (2n)-01	2018	1	9	FUELA	53.89033333333333	3	4	174	3	2018_Loc1
PHW30/B73-169 - (2n)-01	2018	1	9	MLA	55.11033333333334	4	4	174	3	2018_Loc1
PHW30/B73-169 - (2n)-01	2018	1	9	TUELA	56.94433333333333	2	4	174	3	2018_Loc1
PHW30/B73-169 - (2n)-01	2018	1	9	ULA	68.03933333333333	1	4	174	3	2018_Loc1
PHW30/Mo17-166 - (2n)-01	2018	1	10	FUELA	75.54833333333333	3	5	284	3	2018_Loc1
PHW30/Mo17-166 - (2n)-01	2018	1	10	MLA	73.037	4	5	284	3	2018_Loc1
PHW30/Mo17-166 - (2n)-01	2018	1	10	TUELA	82.99266666666666	2	5	284	3	2018_Loc1
PHW30/Mo17-166 - (2n)-01	2018	1	10	ULA	83.76266666666668	1	5	284	3	2018_Loc1
Mo17/PHW30-292 - (2n)-01	2018	1	11	FUELA	69.782	3	5	123	3	2018_Loc1
Mo17/PHW30-292 - (2n)-01	2018	1	11	MLA	70.47066666666667	4	5	123	3	2018_Loc1
Mo17/PHW30-292 - (2n)-01	2018	1	11	TUELA	75.26566666666666	2	5	123	3	2018_Loc1
Mo17/PHW30-292 - (2n)-01	2018	1	11	ULA	67.16499999999999	1	5	123	3	2018_Loc1
B73/PHW30-237 - (2n)-02	2018	1	12	FUELA	70.374	3	4	41	3	2018_Loc1
B73/PHW30-237 - (2n)-02	2018	1	12	MLA	62.57	4	4	41	3	2018_Loc1
B73/PHW30-237 - (2n)-02	2018	1	12	TUELA	80.14333333333333	2	4	41	3	2018_Loc1
B73/PHW30-237 - (2n)-02	2018	1	12	ULA	82.67633333333333	1	4	41	3	2018_Loc1
PHW30/Mo17-051 - (2n)-02	2018	1	13	FUELA	66.62033333333333	3	5	236	3	2018_Loc1
PHW30/Mo17-051 - (2n)-02	2018	1	13	MLA	70.05633333333333	4	5	236	3	2018_Loc1
PHW30/Mo17-051 - (2n)-02	2018	1	13	TUELA	58.05166666666666	2	5	236	3	2018_Loc1
PHW30/Mo17-051 - (2n)-02	2018	1	13	ULA	61.40966666666667	1	5	236	3	2018_Loc1
Mo17/PHW30-081 - (2n)-03	2018	1	14	FUELA	73.364	3	5	78	3	2018_Loc1
Mo17/PHW30-081 - (2n)-03	2018	1	14	MLA	72.29966666666667	4	5	78	3	2018_Loc1
Mo17/PHW30-081 - (2n)-03	2018	1	14	TUELA	76.573	2	5	78	3	2018_Loc1
Mo17/PHW30-081 - (2n)-03	2018	1	14	ULA	74.73333333333333	1	5	78	3	2018_Loc1
Mo17/PHW30-091 - (2n)-01	2018	1	15	FUELA	67.08033333333333	3	5	85	3	2018_Loc1
Mo17/PHW30-091 - (2n)-01	2018	1	15	MLA	73.05033333333334	4	5	85	3	2018_Loc1
Mo17/PHW30-091 - (2n)-01	2018	1	15	TUELA	63.28933333333333	2	5	85	3	2018_Loc1
Mo17/PHW30-091 - (2n)-01	2018	1	15	ULA	61.596666666666664	1	5	85	3	2018_Loc1
PHW30/Mo17-088 - (2n)-02	2018	1	16	FUELA	77.74433333333333	3	5	251	3	2018_Loc1
PHW30/Mo17-088 - (2n)-02	2018	1	16	MLA	75.864	4	5	251	3	2018_Loc1
PHW30/Mo17-088 - (2n)-02	2018	1	16	TUELA	77.623	2	5	251	3	2018_Loc1
PHW30/Mo17-088 - (2n)-02	2018	1	16	ULA	66.966	1	5	251	3	2018_Loc1
PHW30/Mo17-107 - (2n)-01	2018	1	17	FUELA	78.75233333333333	3	5	260	3	2018_Loc1
PHW30/Mo17-107 - (2n)-01	2018	1	17	MLA	74.05433333333333	4	5	260	3	2018_Loc1
PHW30/Mo17-107 - (2n)-01	2018	1	17	TUELA	82.25	2	5	260	3	2018_Loc1
PHW30/Mo17-107 - (2n)-01	2018	1	17	ULA	76.25533333333333	1	5	260	3	2018_Loc1
PHW30/B73-351 - (2n)-01	2018	1	18	FUELA	58.78766666666667	3	4	203	3	2018_Loc1
PHW30/B73-351 - (2n)-01	2018	1	18	MLA	65.121	4	4	203	3	2018_Loc1
PHW30/B73-351 - (2n)-01	2018	1	18	TUELA	66.16266666666667	2	4	203	3	2018_Loc1
PHW30/B73-351 - (2n)-01	2018	1	18	ULA	61.838	1	4	203	3	2018_Loc1
B73/PHW30-041 - (2n)-01	2018	1	19	FUELA	73.209	3	4	7	3	2018_Loc1
B73/PHW30-041 - (2n)-01	2018	1	19	MLA	63.367	4	4	7	3	2018_Loc1
B73/PHW30-041 - (2n)-01	2018	1	19	TUELA	65.239	2	4	7	3	2018_Loc1
B73/PHW30-041 - (2n)-01	2018	1	19	ULA	68.202	1	4	7	3	2018_Loc1
PHW30/B73-341 - (2n)-01	2018	1	20	FUELA	66.06066666666666	3	4	200	3	2018_Loc1
PHW30/B73-341 - (2n)-01	2018	1	20	MLA	64.47266666666667	4	4	200	3	2018_Loc1
PHW30/B73-341 - (2n)-01	2018	1	20	TUELA	63.75866666666666	2	4	200	3	2018_Loc1
PHW30/B73-341 - (2n)-01	2018	1	20	ULA	70.893	1	4	200	3	2018_Loc1
PHW30/Mo17-101 - (2n)-02	2018	1	21	FUELA	74.11066666666666	3	5	259	3	2018_Loc1
PHW30/Mo17-101 - (2n)-02	2018	1	21	MLA	66.71033333333334	4	5	259	3	2018_Loc1
PHW30/Mo17-101 - (2n)-02	2018	1	21	TUELA	78.00666666666666	2	5	259	3	2018_Loc1
PHW30/Mo17-101 - (2n)-02	2018	1	21	ULA	73.724	1	5	259	3	2018_Loc1
PHW30/Mo17-026 - (2n)-02	2018	1	22	FUELA	70.20433333333334	3	5	223	3	2018_Loc1
PHW30/Mo17-026 - (2n)-02	2018	1	22	MLA	69.56099999999999	4	5	223	3	2018_Loc1
PHW30/Mo17-026 - (2n)-02	2018	1	22	TUELA	63.287	2	5	223	3	2018_Loc1
PHW30/Mo17-026 - (2n)-02	2018	1	22	ULA	52.776	1	5	223	3	2018_Loc1
PHW30/Mo17-088 - (2n)-01	2018	1	23	FUELA	73.78166666666667	3	5	250	3	2018_Loc1
PHW30/Mo17-088 - (2n)-01	2018	1	23	MLA	73.419	4	5	250	3	2018_Loc1
PHW30/Mo17-088 - (2n)-01	2018	1	23	TUELA	75.978	2	5	250	3	2018_Loc1
PHW30/Mo17-088 - (2n)-01	2018	1	23	ULA	74.36733333333333	1	5	250	3	2018_Loc1
B73/PHW30-316 - (2n)-01	2018	1	24	FUELA	74.89566666666667	3	4	51	3	2018_Loc1
B73/PHW30-316 - (2n)-01	2018	1	24	MLA	69.40633333333334	4	4	51	3	2018_Loc1
B73/PHW30-316 - (2n)-01	2018	1	24	TUELA	81.76733333333333	2	4	51	3	2018_Loc1
B73/PHW30-316 - (2n)-01	2018	1	24	ULA	83.15066666666667	1	4	51	3	2018_Loc1
Mo17/PHW30-262 - (2n)-02	2018	1	27	FUELA	71.62866666666667	3	5	117	3	2018_Loc1
Mo17/PHW30-262 - (2n)-02	2018	1	27	MLA	65.282	4	5	117	3	2018_Loc1
Mo17/PHW30-262 - (2n)-02	2018	1	27	TUELA	72.387	2	5	117	3	2018_Loc1
Mo17/PHW30-262 - (2n)-02	2018	1	27	ULA	70.178	1	5	117	3	2018_Loc1
Mo17/PHW30-184 - (2n)-02	2018	1	28	FUELA	69.83	3	5	103	3	2018_Loc1
Mo17/PHW30-184 - (2n)-02	2018	1	28	MLA	66.751	4	5	103	3	2018_Loc1
Mo17/PHW30-184 - (2n)-02	2018	1	28	TUELA	65.47766666666666	2	5	103	3	2018_Loc1
Mo17/PHW30-184 - (2n)-02	2018	1	28	ULA	57.678	1	5	103	3	2018_Loc1
PHW30/Mo17-195 - (2n)-02	2018	1	30	FUELA	60.678666666666665	3	5	294	3	2018_Loc1
PHW30/Mo17-195 - (2n)-02	2018	1	30	MLA	63.099333333333334	4	5	294	3	2018_Loc1
PHW30/Mo17-195 - (2n)-02	2018	1	30	TUELA	56.57033333333334	2	5	294	3	2018_Loc1
PHW30/Mo17-195 - (2n)-02	2018	1	30	ULA	35.993	1	5	294	3	2018_Loc1
B73/PHW30-100 - (2n)-02	2018	1	31	FUELA	79.41733333333333	3	4	20	3	2018_Loc1
B73/PHW30-100 - (2n)-02	2018	1	31	MLA	76.162	4	4	20	3	2018_Loc1
B73/PHW30-100 - (2n)-02	2018	1	31	TUELA	81.935	2	4	20	3	2018_Loc1
B73/PHW30-100 - (2n)-02	2018	1	31	ULA	83.27866666666667	1	4	20	3	2018_Loc1
B73/PHW30-102 - (2n)-03	2018	1	32	FUELA	82.04466666666667	3	4	22	3	2018_Loc1
B73/PHW30-102 - (2n)-03	2018	1	32	MLA	74.132	4	4	22	3	2018_Loc1
B73/PHW30-102 - (2n)-03	2018	1	32	TUELA	80.70349999999999	2	4	22	3	2018_Loc1
B73/PHW30-102 - (2n)-03	2018	1	32	ULA	78.599	1	4	22	3	2018_Loc1
PHW30/B73-324 - (2n)-01	2018	1	33	FUELA	66.777	3	4	197	3	2018_Loc1
PHW30/B73-324 - (2n)-01	2018	1	33	MLA	61.96033333333333	4	4	197	3	2018_Loc1
PHW30/B73-324 - (2n)-01	2018	1	33	TUELA	68.51366666666667	2	4	197	3	2018_Loc1
PHW30/B73-324 - (2n)-01	2018	1	33	ULA	79.14066666666666	1	4	197	3	2018_Loc1
PHW30/Mo17-242 - (2n)-01	2018	1	34	FUELA	70.91366666666667	3	5	297	3	2018_Loc1
PHW30/Mo17-242 - (2n)-01	2018	1	34	MLA	70.562	4	5	297	3	2018_Loc1
PHW30/Mo17-242 - (2n)-01	2018	1	34	TUELA	78.139	2	5	297	3	2018_Loc1
PHW30/Mo17-242 - (2n)-01	2018	1	34	ULA	73.821	1	5	297	3	2018_Loc1
PHW30/Mo17-032 - (2n)-02	2018	1	35	FUELA	72.64733333333334	3	5	227	3	2018_Loc1
PHW30/Mo17-032 - (2n)-02	2018	1	35	MLA	76.61266666666667	4	5	227	3	2018_Loc1
PHW30/Mo17-032 - (2n)-02	2018	1	35	TUELA	81.467	2	5	227	3	2018_Loc1
PHW30/Mo17-032 - (2n)-02	2018	1	35	ULA	83.26333333333334	1	5	227	3	2018_Loc1
PHW30/Mo17-194 - (2n)-02	2018	1	36	FUELA	59.54633333333333	3	5	292	3	2018_Loc1
PHW30/Mo17-194 - (2n)-02	2018	1	36	MLA	56.48166666666667	4	5	292	3	2018_Loc1
PHW30/Mo17-194 - (2n)-02	2018	1	36	TUELA	67.70433333333334	2	5	292	3	2018_Loc1
PHW30/Mo17-194 - (2n)-02	2018	1	36	ULA	66.80799999999999	1	5	292	3	2018_Loc1
PHW30/Mo17-054 - (2n)-01	2018	1	36	FUELA	72.76733333333334	3	5	237	4	2018_Loc1
PHW30/Mo17-054 - (2n)-01	2018	1	36	MLA	73.03	4	5	237	4	2018_Loc1
PHW30/Mo17-054 - (2n)-01	2018	1	36	TUELA	72.45066666666666	2	5	237	4	2018_Loc1
PHW30/Mo17-054 - (2n)-01	2018	1	36	ULA	59.480666666666664	1	5	237	4	2018_Loc1
PHW30/Mo17-076 - (2n)-01	2018	1	35	FUELA	65.81899999999999	3	5	245	4	2018_Loc1
PHW30/Mo17-076 - (2n)-01	2018	1	35	MLA	59.44266666666666	4	5	245	4	2018_Loc1
PHW30/Mo17-076 - (2n)-01	2018	1	35	TUELA	58.533	2	5	245	4	2018_Loc1
PHW30/Mo17-076 - (2n)-01	2018	1	35	ULA	46.52966666666667	1	5	245	4	2018_Loc1
PHW30/Mo17-298 - (2n)-01	2018	1	34	FUELA	63.44466666666666	3	5	305	4	2018_Loc1
PHW30/Mo17-298 - (2n)-01	2018	1	34	MLA	64.48933333333333	4	5	305	4	2018_Loc1
PHW30/Mo17-298 - (2n)-01	2018	1	34	TUELA	67.28366666666666	2	5	305	4	2018_Loc1
PHW30/Mo17-298 - (2n)-01	2018	1	34	ULA	61.78666666666667	1	5	305	4	2018_Loc1
Mo17/PHW30-084 - (2n)-01	2018	1	33	FUELA	62.995333333333335	3	5	79	4	2018_Loc1
Mo17/PHW30-084 - (2n)-01	2018	1	33	MLA	60.01833333333333	4	5	79	4	2018_Loc1
Mo17/PHW30-084 - (2n)-01	2018	1	33	TUELA	59.651	2	5	79	4	2018_Loc1
Mo17/PHW30-084 - (2n)-01	2018	1	33	ULA	48.562333333333335	1	5	79	4	2018_Loc1
B73/PHW30-063 - (2n)-01	2018	1	32	FUELA	72.457	3	4	8	4	2018_Loc1
B73/PHW30-063 - (2n)-01	2018	1	32	MLA	61.334666666666664	4	4	8	4	2018_Loc1
B73/PHW30-063 - (2n)-01	2018	1	32	TUELA	74.29233333333333	2	4	8	4	2018_Loc1
B73/PHW30-063 - (2n)-01	2018	1	32	ULA	77.82333333333334	1	4	8	4	2018_Loc1
PHW30/B73-302 - (2n)-01	2018	1	31	FUELA	63.14966666666666	3	4	193	4	2018_Loc1
PHW30/B73-302 - (2n)-01	2018	1	31	MLA	57.33733333333333	4	4	193	4	2018_Loc1
PHW30/B73-302 - (2n)-01	2018	1	31	TUELA	70.69533333333334	2	4	193	4	2018_Loc1
PHW30/B73-302 - (2n)-01	2018	1	31	ULA	73.845	1	4	193	4	2018_Loc1
PHW30/B73-055 - (2n)-01	2018	1	30	FUELA	65.916	3	4	155	4	2018_Loc1
PHW30/B73-055 - (2n)-01	2018	1	30	MLA	61.32533333333333	4	4	155	4	2018_Loc1
PHW30/B73-055 - (2n)-01	2018	1	30	TUELA	66.221	2	4	155	4	2018_Loc1
PHW30/B73-055 - (2n)-01	2018	1	30	ULA	65.75066666666666	1	4	155	4	2018_Loc1
PHW30/B73-401 - (2n)-02	2018	1	28	FUELA	69.047	3	4	211	4	2018_Loc1
PHW30/B73-401 - (2n)-02	2018	1	28	MLA	69.97733333333333	4	4	211	4	2018_Loc1
PHW30/B73-401 - (2n)-02	2018	1	28	TUELA	60.843666666666664	2	4	211	4	2018_Loc1
PHW30/B73-401 - (2n)-02	2018	1	28	ULA	46.36266666666667	1	4	211	4	2018_Loc1
PHW30/Mo17-089 - (2n)-02	2018	1	27	FUELA	74.95866666666666	3	5	253	4	2018_Loc1
PHW30/Mo17-089 - (2n)-02	2018	1	27	MLA	75.84266666666666	4	5	253	4	2018_Loc1
PHW30/Mo17-089 - (2n)-02	2018	1	27	TUELA	76.50175	2	5	253	4	2018_Loc1
PHW30/Mo17-089 - (2n)-02	2018	1	27	ULA	67.78833333333333	1	5	253	4	2018_Loc1
PHW30/B73-269 - (2n)-01	2018	1	26	FUELA	65.76866666666666	3	4	187	4	2018_Loc1
PHW30/B73-269 - (2n)-01	2018	1	26	MLA	58.497	4	4	187	4	2018_Loc1
PHW30/B73-269 - (2n)-01	2018	1	26	TUELA	69.76299999999999	2	4	187	4	2018_Loc1
PHW30/B73-269 - (2n)-01	2018	1	26	ULA	69.518	1	4	187	4	2018_Loc1
B73/PHW30-026 - (2n)-01	2018	1	25	FUELA	77.53033333333333	3	4	4	4	2018_Loc1
B73/PHW30-026 - (2n)-01	2018	1	25	MLA	65.95466666666667	4	4	4	4	2018_Loc1
B73/PHW30-026 - (2n)-01	2018	1	25	TUELA	81.55933333333334	2	4	4	4	2018_Loc1
B73/PHW30-026 - (2n)-01	2018	1	25	ULA	80.297	1	4	4	4	2018_Loc1
Mo17/PHW30-254 - (2n)-02	2018	1	24	FUELA	73.464	3	5	115	4	2018_Loc1
Mo17/PHW30-254 - (2n)-02	2018	1	24	MLA	70.75766666666667	4	5	115	4	2018_Loc1
Mo17/PHW30-254 - (2n)-02	2018	1	24	TUELA	74.30833333333334	2	5	115	4	2018_Loc1
Mo17/PHW30-254 - (2n)-02	2018	1	24	ULA	72.09766666666667	1	5	115	4	2018_Loc1
Mo17/PHW30-133 - (2n)-01	2018	1	23	FUELA	67.17833333333333	3	5	93	4	2018_Loc1
Mo17/PHW30-133 - (2n)-01	2018	1	23	MLA	70.30633333333333	4	5	93	4	2018_Loc1
Mo17/PHW30-133 - (2n)-01	2018	1	23	TUELA	59.48766666666667	2	5	93	4	2018_Loc1
Mo17/PHW30-133 - (2n)-01	2018	1	23	ULA	54.686	1	5	93	4	2018_Loc1
PHW30/Mo17-076 - (2n)-02	2018	1	22	FUELA	63.815	3	5	246	4	2018_Loc1
PHW30/Mo17-076 - (2n)-02	2018	1	22	MLA	71.44966666666667	4	5	246	4	2018_Loc1
PHW30/Mo17-076 - (2n)-02	2018	1	22	TUELA	70.14333333333333	2	5	246	4	2018_Loc1
PHW30/Mo17-076 - (2n)-02	2018	1	22	ULA	54.37233333333333	1	5	246	4	2018_Loc1
B73/PHW30-412 - (2n)-01	2018	1	21	FUELA	73.13966666666667	3	4	62	4	2018_Loc1
B73/PHW30-412 - (2n)-01	2018	1	21	MLA	75.33133333333333	4	4	62	4	2018_Loc1
B73/PHW30-412 - (2n)-01	2018	1	21	TUELA	71.61366666666666	2	4	62	4	2018_Loc1
B73/PHW30-412 - (2n)-01	2018	1	21	ULA	75.00166666666667	1	4	62	4	2018_Loc1
Mo17/PHW30-262 - (2n)-01	2018	1	20	FUELA	72.49933333333334	3	5	116	4	2018_Loc1
Mo17/PHW30-262 - (2n)-01	2018	1	20	MLA	70.973	4	5	116	4	2018_Loc1
Mo17/PHW30-262 - (2n)-01	2018	1	20	TUELA	63.01233333333333	2	5	116	4	2018_Loc1
Mo17/PHW30-262 - (2n)-01	2018	1	20	ULA	56.42666666666667	1	5	116	4	2018_Loc1
Mo17/PHW30-281 - (2n)-01	2018	1	19	FUELA	76.58566666666667	3	5	122	4	2018_Loc1
Mo17/PHW30-281 - (2n)-01	2018	1	19	MLA	74.07266666666666	4	5	122	4	2018_Loc1
Mo17/PHW30-281 - (2n)-01	2018	1	19	TUELA	74.01166666666667	2	5	122	4	2018_Loc1
Mo17/PHW30-281 - (2n)-01	2018	1	19	ULA	70.024	1	5	122	4	2018_Loc1
PHW30/Mo17-315 - (2n)-02	2018	1	18	FUELA	69.63133333333333	3	5	312	4	2018_Loc1
PHW30/Mo17-315 - (2n)-02	2018	1	18	MLA	75.21933333333334	4	5	312	4	2018_Loc1
PHW30/Mo17-315 - (2n)-02	2018	1	18	TUELA	82.74233333333333	2	5	312	4	2018_Loc1
PHW30/Mo17-315 - (2n)-02	2018	1	18	ULA	82.617	1	5	312	4	2018_Loc1
Mo17/PHW30-148 - (2n)-02	2018	1	17	FUELA	66.79	3	5	96	4	2018_Loc1
Mo17/PHW30-148 - (2n)-02	2018	1	17	MLA	68.88766666666666	4	5	96	4	2018_Loc1
Mo17/PHW30-148 - (2n)-02	2018	1	17	TUELA	64.83466666666666	2	5	96	4	2018_Loc1
Mo17/PHW30-148 - (2n)-02	2018	1	17	ULA	61.986333333333334	1	5	96	4	2018_Loc1
PHW30/Mo17-032 - (2n)-01	2018	1	16	FUELA	74.282	3	5	226	4	2018_Loc1
PHW30/Mo17-032 - (2n)-01	2018	1	16	MLA	68.86933333333333	4	5	226	4	2018_Loc1
PHW30/Mo17-032 - (2n)-01	2018	1	16	TUELA	77.74133333333333	2	5	226	4	2018_Loc1
PHW30/Mo17-032 - (2n)-01	2018	1	16	ULA	73.65566666666666	1	5	226	4	2018_Loc1
PHW30/Mo17-165 - (2n)-02	2018	1	15	FUELA	58.47366666666667	3	5	283	4	2018_Loc1
PHW30/Mo17-165 - (2n)-02	2018	1	15	MLA	59.153666666666666	4	5	283	4	2018_Loc1
PHW30/Mo17-165 - (2n)-02	2018	1	15	TUELA	63.24733333333334	2	5	283	4	2018_Loc1
PHW30/Mo17-165 - (2n)-02	2018	1	15	ULA	54.37733333333333	1	5	283	4	2018_Loc1
PHW30/B73-221 - (2n)-01	2018	1	13	FUELA	59.54666666666667	3	4	180	4	2018_Loc1
PHW30/B73-221 - (2n)-01	2018	1	13	MLA	53.327666666666666	4	4	180	4	2018_Loc1
PHW30/B73-221 - (2n)-01	2018	1	13	TUELA	61.56166666666667	2	4	180	4	2018_Loc1
PHW30/B73-221 - (2n)-01	2018	1	13	ULA	52.589	1	4	180	4	2018_Loc1
B73/PHW30-154 - (2n)-01	2018	1	11	FUELA	79.59733333333334	3	4	25	4	2018_Loc1
B73/PHW30-154 - (2n)-01	2018	1	11	MLA	69.70266666666666	4	4	25	4	2018_Loc1
B73/PHW30-154 - (2n)-01	2018	1	11	TUELA	80.83	2	4	25	4	2018_Loc1
B73/PHW30-154 - (2n)-01	2018	1	11	ULA	80.92066666666666	1	4	25	4	2018_Loc1
PHW30/B73-015 - (2n)-02	2018	1	10	FUELA	64.96966666666667	3	4	152	4	2018_Loc1
PHW30/B73-015 - (2n)-02	2018	1	10	MLA	65.13433333333333	4	4	152	4	2018_Loc1
PHW30/B73-015 - (2n)-02	2018	1	10	TUELA	73.60766666666667	2	4	152	4	2018_Loc1
PHW30/B73-015 - (2n)-02	2018	1	10	ULA	60.90566666666667	1	4	152	4	2018_Loc1
Mo17/PHW30-013 - (2n)-01	2018	1	9	FUELA	66.75933333333333	3	5	67	4	2018_Loc1
Mo17/PHW30-013 - (2n)-01	2018	1	9	MLA	68.91833333333334	4	5	67	4	2018_Loc1
Mo17/PHW30-013 - (2n)-01	2018	1	9	TUELA	64.18933333333334	2	5	67	4	2018_Loc1
Mo17/PHW30-013 - (2n)-01	2018	1	9	ULA	55.047333333333334	1	5	67	4	2018_Loc1
PHW30/B73-292 - (2n)-01	2018	1	8	FUELA	65.789	3	4	192	4	2018_Loc1
PHW30/B73-292 - (2n)-01	2018	1	8	MLA	56.654666666666664	4	4	192	4	2018_Loc1
PHW30/B73-292 - (2n)-01	2018	1	8	TUELA	60.96333333333333	2	4	192	4	2018_Loc1
PHW30/B73-292 - (2n)-01	2018	1	8	ULA	67.44933333333333	1	4	192	4	2018_Loc1
Mo17/PHW30-454 - (2n)-02	2018	1	7	FUELA	68.911	3	5	143	4	2018_Loc1
Mo17/PHW30-454 - (2n)-02	2018	1	7	MLA	67.75066666666666	4	5	143	4	2018_Loc1
Mo17/PHW30-454 - (2n)-02	2018	1	7	TUELA	68.85633333333334	2	5	143	4	2018_Loc1
Mo17/PHW30-454 - (2n)-02	2018	1	7	ULA	66.38166666666667	1	5	143	4	2018_Loc1
Mo17/PHW30-200 - (2n)-02	2018	1	6	FUELA	71.55566666666667	3	5	105	4	2018_Loc1
Mo17/PHW30-200 - (2n)-02	2018	1	6	MLA	72.53666666666666	4	5	105	4	2018_Loc1
Mo17/PHW30-200 - (2n)-02	2018	1	6	TUELA	62.10333333333334	2	5	105	4	2018_Loc1
Mo17/PHW30-200 - (2n)-02	2018	1	6	ULA	58.034	1	5	105	4	2018_Loc1
Mo17/PHW30-231 - (2n)-03	2018	1	5	FUELA	69.26666666666667	3	5	109	4	2018_Loc1
Mo17/PHW30-231 - (2n)-03	2018	1	5	MLA	59.776333333333334	4	5	109	4	2018_Loc1
Mo17/PHW30-231 - (2n)-03	2018	1	5	TUELA	50.59766666666667	2	5	109	4	2018_Loc1
Mo17/PHW30-231 - (2n)-03	2018	1	5	ULA	52.562	1	5	109	4	2018_Loc1
Mo17/PHW30-456 - (2n)-01	2018	1	5	FUELA	71.45833333333334	3	5	145	5	2018_Loc1
Mo17/PHW30-456 - (2n)-01	2018	1	5	MLA	70.45400000000001	4	5	145	5	2018_Loc1
Mo17/PHW30-456 - (2n)-01	2018	1	5	TUELA	66.60433333333333	2	5	145	5	2018_Loc1
Mo17/PHW30-456 - (2n)-01	2018	1	5	ULA	60.260333333333335	1	5	145	5	2018_Loc1
PHW30/Mo17-033 - (2n)-01	2018	1	6	FUELA	70.917	3	5	228	5	2018_Loc1
PHW30/Mo17-033 - (2n)-01	2018	1	6	MLA	66.70366666666666	4	5	228	5	2018_Loc1
PHW30/Mo17-033 - (2n)-01	2018	1	6	TUELA	73.16833333333334	2	5	228	5	2018_Loc1
PHW30/Mo17-033 - (2n)-01	2018	1	6	ULA	54.30566666666667	1	5	228	5	2018_Loc1
PHW30/B73-078 - (2n)-01	2018	1	8	FUELA	72.68066666666667	3	4	161	5	2018_Loc1
PHW30/B73-078 - (2n)-01	2018	1	8	MLA	66.01566666666666	4	4	161	5	2018_Loc1
PHW30/B73-078 - (2n)-01	2018	1	8	TUELA	79.33766666666666	2	4	161	5	2018_Loc1
PHW30/B73-078 - (2n)-01	2018	1	8	ULA	79.477	1	4	161	5	2018_Loc1
Mo17/PHW30-080 - (2n)-02	2018	1	9	FUELA	76.19766666666666	3	5	76	5	2018_Loc1
Mo17/PHW30-080 - (2n)-02	2018	1	9	MLA	78.611	4	5	76	5	2018_Loc1
Mo17/PHW30-080 - (2n)-02	2018	1	9	TUELA	75.68833333333333	2	5	76	5	2018_Loc1
Mo17/PHW30-080 - (2n)-02	2018	1	9	ULA	80.10166666666666	1	5	76	5	2018_Loc1
B73/PHW30-258 - (2n)-01	2018	1	10	FUELA	72.40866666666668	3	4	44	5	2018_Loc1
B73/PHW30-258 - (2n)-01	2018	1	10	MLA	65.09066666666666	4	4	44	5	2018_Loc1
B73/PHW30-258 - (2n)-01	2018	1	10	TUELA	75.18866666666666	2	4	44	5	2018_Loc1
B73/PHW30-258 - (2n)-01	2018	1	10	ULA	81.73833333333333	1	4	44	5	2018_Loc1
PHW30/Mo17-136 - (2n)-01	2018	1	11	FUELA	73.20700000000001	3	5	267	5	2018_Loc1
PHW30/Mo17-136 - (2n)-01	2018	1	11	MLA	72.05066666666667	4	5	267	5	2018_Loc1
PHW30/Mo17-136 - (2n)-01	2018	1	11	TUELA	73.40866666666666	2	5	267	5	2018_Loc1
PHW30/Mo17-136 - (2n)-01	2018	1	11	ULA	71.58966666666667	1	5	267	5	2018_Loc1
PHW30/B73-066 - (2n)-01	2018	1	12	FUELA	59.21633333333333	3	4	159	5	2018_Loc1
PHW30/B73-066 - (2n)-01	2018	1	12	MLA	61.78366666666667	4	4	159	5	2018_Loc1
PHW30/B73-066 - (2n)-01	2018	1	12	TUELA	67.328	2	4	159	5	2018_Loc1
PHW30/B73-066 - (2n)-01	2018	1	12	ULA	78.07300000000001	1	4	159	5	2018_Loc1
Mo17/PHW30-157 - (2n)-01	2018	1	13	FUELA	70.947	3	5	99	5	2018_Loc1
Mo17/PHW30-157 - (2n)-01	2018	1	13	MLA	70.67066666666666	4	5	99	5	2018_Loc1
Mo17/PHW30-157 - (2n)-01	2018	1	13	TUELA	73.89633333333333	2	5	99	5	2018_Loc1
Mo17/PHW30-157 - (2n)-01	2018	1	13	ULA	71.226	1	5	99	5	2018_Loc1
B73/PHW30-237 - (2n)-01	2018	1	14	FUELA	63.997	3	4	40	5	2018_Loc1
B73/PHW30-237 - (2n)-01	2018	1	14	MLA	53.63033333333333	4	4	40	5	2018_Loc1
B73/PHW30-237 - (2n)-01	2018	1	14	TUELA	70.42133333333334	2	4	40	5	2018_Loc1
